ORD_NO,SKU_CD,NUM_PCS,LOC,CART_NO,SEQ
ORD_0359,SKU_0186,1,WP_0137,90,11
ORD_0360,SKU_0207,1,WP_0137,90,12
ORD_0362,SKU_0143,1,WP_0010,91,1
ORD_0364,SKU_0201,1,WP_0016,91,2
ORD_0364,SKU_0137,1,WP_0044,91,3
ORD_0364,SKU_0282,1,WP_0049,91,4
ORD_0361,SKU_0331,1,WP_0066,91,5
ORD_0363,SKU_0037,1,WP_0068,91,6
ORD_0364,SKU_0090,1,WP_0076,91,7
ORD_0362,SKU_0199,1,WP_0091,91,8
ORD_0362,SKU_0312,1,WP_0101,91,9
ORD_0364,SKU_0115,1,WP_0106,91,10
ORD_0367,SKU_0310,1,WP_0005,92,1
ORD_0366,SKU_0293,1,WP_0080,92,2
ORD_0365,SKU_0261,1,WP_0127,92,3
ORD_0368,SKU_0223,1,WP_0136,92,4
ORD_0371,SKU_0310,1,WP_0005,93,1
ORD_0369,SKU_0180,1,WP_0023,93,2
ORD_0370,SKU_0277,1,WP_0026,93,3
ORD_0369,SKU_0066,1,WP_0035,93,4
ORD_0372,SKU_0197,1,WP_0083,93,5
ORD_0372,SKU_0060,1,WP_0083,93,6
ORD_0371,SKU_0335,1,WP_0098,93,7
ORD_0371,SKU_0008,1,WP_0146,93,8
ORD_0376,SKU_0062,1,WP_0001,94,1
ORD_0375,SKU_0123,1,WP_0009,94,2
ORD_0375,SKU_0317,1,WP_0013,94,3
ORD_0376,SKU_0288,1,WP_0019,94,4
ORD_0376,SKU_0255,1,WP_0021,94,5
ORD_0373,SKU_0032,1,WP_0037,94,6
ORD_0375,SKU_0239,1,WP_0041,94,7
ORD_0374,SKU_0238,1,WP_0042,94,8
ORD_0376,SKU_0100,1,WP_0050,94,9
ORD_0374,SKU_0264,1,WP_0054,94,10
ORD_0376,SKU_0229,1,WP_0056,94,11
ORD_0375,SKU_0303,1,WP_0120,94,12
ORD_0378,SKU_0143,1,WP_0010,95,1
ORD_0379,SKU_0127,1,WP_0025,95,2
ORD_0379,SKU_0202,1,WP_0028,95,3
ORD_0380,SKU_0141,1,WP_0031,95,4
ORD_0377,SKU_0220,1,WP_0052,95,5
ORD_0377,SKU_0292,1,WP_0052,95,6
ORD_0380,SKU_0204,1,WP_0058,95,7
ORD_0381,SKU_0117,1,WP_0008,96,1
ORD_0382,SKU_0156,1,WP_0009,96,2
ORD_0382,SKU_0190,1,WP_0015,96,3
ORD_0381,SKU_0131,1,WP_0025,96,4
ORD_0384,SKU_0116,1,WP_0061,96,5
ORD_0384,SKU_0266,1,WP_0067,96,6
ORD_0382,SKU_0319,1,WP_0080,96,7
ORD_0384,SKU_0215,1,WP_0082,96,8
ORD_0384,SKU_0196,1,WP_0087,96,9
ORD_0382,SKU_0027,1,WP_0094,96,10
ORD_0383,SKU_0188,1,WP_0130,96,11
ORD_0386,SKU_0189,1,WP_0006,97,1
ORD_0388,SKU_0170,1,WP_0012,97,2
ORD_0385,SKU_0195,1,WP_0020,97,3
ORD_0387,SKU_0067,1,WP_0037,97,4
ORD_0388,SKU_0264,1,WP_0054,97,5
ORD_0385,SKU_0163,1,WP_0057,97,6
ORD_0387,SKU_0135,1,WP_0059,97,7
ORD_0386,SKU_0254,1,WP_0077,97,8
ORD_0386,SKU_0215,1,WP_0082,97,9
ORD_0385,SKU_0103,1,WP_0102,97,10
ORD_0386,SKU_0316,1,WP_0121,97,11
ORD_0386,SKU_0269,1,WP_0124,97,12
ORD_0388,SKU_0323,1,WP_0160,97,13
ORD_0388,SKU_0321,1,WP_0160,97,14
ORD_0392,SKU_0051,1,WP_0002,98,1
ORD_0389,SKU_0305,1,WP_0004,98,2
ORD_0392,SKU_0040,1,WP_0011,98,3
ORD_0391,SKU_0313,1,WP_0019,98,4
ORD_0389,SKU_0007,1,WP_0024,98,5
ORD_0389,SKU_0206,1,WP_0041,98,6
ORD_0390,SKU_0283,1,WP_0044,98,7
ORD_0389,SKU_0256,1,WP_0045,98,8
ORD_0391,SKU_0116,1,WP_0061,98,9
ORD_0392,SKU_0148,1,WP_0070,98,10
ORD_0389,SKU_0187,1,WP_0072,98,11
ORD_0391,SKU_0184,1,WP_0076,98,12
ORD_0392,SKU_0030,1,WP_0147,98,13
ORD_0393,SKU_0129,1,WP_0004,99,1
ORD_0394,SKU_0129,1,WP_0004,99,2
ORD_0395,SKU_0288,1,WP_0019,99,3
ORD_0393,SKU_0277,1,WP_0026,99,4
ORD_0393,SKU_0247,1,WP_0033,99,5
ORD_0393,SKU_0066,1,WP_0035,99,6
ORD_0394,SKU_0326,1,WP_0054,99,7
ORD_0396,SKU_0264,1,WP_0054,99,8
ORD_0394,SKU_0135,1,WP_0059,99,9
ORD_0396,SKU_0162,1,WP_0071,99,10
ORD_0393,SKU_0318,1,WP_0075,99,11
ORD_0395,SKU_0242,1,WP_0103,99,12
ORD_0397,SKU_0247,1,WP_0033,100,1
ORD_0397,SKU_0191,1,WP_0033,100,2
ORD_0400,SKU_0021,1,WP_0038,100,3
ORD_0398,SKU_0256,1,WP_0045,100,4
ORD_0398,SKU_0104,1,WP_0045,100,5
ORD_0400,SKU_0256,1,WP_0045,100,6
ORD_0399,SKU_0308,1,WP_0056,100,7
ORD_0399,SKU_0229,1,WP_0056,100,8
ORD_0398,SKU_0110,1,WP_0091,100,9
ORD_0400,SKU_0236,1,WP_0095,100,10
ORD_0399,SKU_0036,1,WP_0120,100,11
ORD_0399,SKU_0303,1,WP_0120,100,12
ORD_0400,SKU_0194,1,WP_0139,100,13
ORD_0399,SKU_0181,1,WP_0162,100,14
ORD_0404,SKU_0265,1,WP_0003,101,1
ORD_0402,SKU_0040,1,WP_0011,101,2
ORD_0402,SKU_0081,1,WP_0016,101,3
ORD_0403,SKU_0044,1,WP_0018,101,4
ORD_0402,SKU_0004,1,WP_0043,101,5
ORD_0403,SKU_0208,1,WP_0048,101,6
ORD_0403,SKU_0266,1,WP_0067,101,7
ORD_0403,SKU_0085,1,WP_0105,101,8
ORD_0403,SKU_0099,1,WP_0107,101,9
ORD_0401,SKU_0024,1,WP_0110,101,10
ORD_0402,SKU_0301,1,WP_0113,101,11
ORD_0402,SKU_0225,1,WP_0117,101,12
ORD_0404,SKU_0161,1,WP_0119,101,13
ORD_0404,SKU_0314,1,WP_0119,101,14
ORD_0404,SKU_0314,1,WP_0119,101,15
ORD_0408,SKU_0121,1,WP_0011,102,1
ORD_0407,SKU_0317,1,WP_0013,102,2
ORD_0407,SKU_0138,1,WP_0034,102,3
ORD_0406,SKU_0054,1,WP_0040,102,4
ORD_0407,SKU_0045,1,WP_0047,102,5
ORD_0408,SKU_0043,1,WP_0051,102,6
ORD_0407,SKU_0019,1,WP_0067,102,7
ORD_0406,SKU_0041,1,WP_0073,102,8
ORD_0406,SKU_0216,1,WP_0081,102,9
ORD_0407,SKU_0268,1,WP_0147,102,10
ORD_0405,SKU_0033,1,WP_0165,102,11
ORD_0409,SKU_0118,1,WP_0003,103,1
ORD_0409,SKU_0129,1,WP_0004,103,2
ORD_0411,SKU_0299,1,WP_0010,103,3
ORD_0409,SKU_0280,1,WP_0022,103,4
ORD_0412,SKU_0253,1,WP_0022,103,5
ORD_0411,SKU_0066,1,WP_0035,103,6
ORD_0412,SKU_0054,1,WP_0040,103,7
ORD_0412,SKU_0285,1,WP_0040,103,8
ORD_0410,SKU_0183,1,WP_0047,103,9
ORD_0410,SKU_0061,1,WP_0063,103,10
ORD_0410,SKU_0309,1,WP_0063,103,11
ORD_0409,SKU_0049,1,WP_0065,103,12
ORD_0411,SKU_0079,1,WP_0074,103,13
ORD_0412,SKU_0120,1,WP_0081,103,14
ORD_0412,SKU_0216,1,WP_0081,103,15
ORD_0409,SKU_0012,1,WP_0122,103,16
ORD_0415,SKU_0307,1,WP_0007,104,1
ORD_0413,SKU_0113,1,WP_0062,104,2
ORD_0416,SKU_0113,1,WP_0062,104,3
ORD_0413,SKU_0061,1,WP_0063,104,4
ORD_0414,SKU_0151,1,WP_0077,104,5
ORD_0414,SKU_0174,1,WP_0131,104,6
ORD_0416,SKU_0030,1,WP_0147,104,7
ORD_0416,SKU_0268,1,WP_0147,104,8
ORD_0419,SKU_0251,1,WP_0017,105,1
ORD_0417,SKU_0313,1,WP_0019,105,2
ORD_0419,SKU_0280,1,WP_0022,105,3
ORD_0417,SKU_0127,1,WP_0025,105,4
ORD_0418,SKU_0202,1,WP_0028,105,5
ORD_0418,SKU_0334,1,WP_0039,105,6
ORD_0420,SKU_0279,1,WP_0064,105,7
ORD_0420,SKU_0025,1,WP_0064,105,8
ORD_0417,SKU_0002,1,WP_0069,105,9
ORD_0417,SKU_0094,1,WP_0073,105,10
ORD_0417,SKU_0258,1,WP_0079,105,11
ORD_0419,SKU_0227,1,WP_0079,105,12
ORD_0420,SKU_0084,1,WP_0132,105,13
ORD_0424,SKU_0297,1,WP_0026,106,1
ORD_0421,SKU_0058,1,WP_0043,106,2
ORD_0424,SKU_0230,1,WP_0048,106,3
ORD_0424,SKU_0015,1,WP_0049,106,4
ORD_0423,SKU_0112,1,WP_0053,106,5
ORD_0422,SKU_0130,1,WP_0060,106,6
ORD_0424,SKU_0037,1,WP_0068,106,7
ORD_0422,SKU_0319,1,WP_0080,106,8
ORD_0424,SKU_0263,1,WP_0129,106,9
ORD_0423,SKU_0096,1,WP_0151,106,10
ORD_0428,SKU_0299,1,WP_0010,107,1
ORD_0425,SKU_0006,1,WP_0015,107,2
ORD_0428,SKU_0006,1,WP_0015,107,3
ORD_0426,SKU_0136,1,WP_0018,107,4
ORD_0426,SKU_0180,1,WP_0023,107,5
ORD_0426,SKU_0260,1,WP_0023,107,6
ORD_0428,SKU_0007,1,WP_0024,107,7
ORD_0425,SKU_0114,1,WP_0032,107,8
ORD_0426,SKU_0172,1,WP_0039,107,9
ORD_0428,SKU_0298,1,WP_0060,107,10
ORD_0427,SKU_0049,1,WP_0065,107,11
ORD_0428,SKU_0049,1,WP_0065,107,12
ORD_0425,SKU_0176,1,WP_0078,107,13
ORD_0425,SKU_0060,1,WP_0083,107,14
ORD_0427,SKU_0140,1,WP_0116,107,15
ORD_0427,SKU_0154,1,WP_0150,107,16
ORD_0427,SKU_0168,1,WP_0150,107,17
ORD_0426,SKU_0001,1,WP_0157,107,18
ORD_0430,SKU_0117,1,WP_0008,108,1
ORD_0430,SKU_0053,1,WP_0008,108,2
ORD_0430,SKU_0255,1,WP_0021,108,3
ORD_0429,SKU_0191,1,WP_0033,108,4
ORD_0430,SKU_0247,1,WP_0033,108,5
ORD_0431,SKU_0155,1,WP_0101,108,6
ORD_0432,SKU_0122,1,WP_0115,108,7
ORD_0431,SKU_0014,1,WP_0148,108,8
ORD_0436,SKU_0143,1,WP_0010,109,1
ORD_0436,SKU_0040,1,WP_0011,109,2
ORD_0434,SKU_0255,1,WP_0021,109,3
ORD_0436,SKU_0256,1,WP_0045,109,4
ORD_0436,SKU_0119,1,WP_0046,109,5
ORD_0435,SKU_0025,1,WP_0064,109,6
ORD_0436,SKU_0025,1,WP_0064,109,7
ORD_0433,SKU_0165,1,WP_0084,109,8
ORD_0438,SKU_0307,1,WP_0007,110,1
ORD_0439,SKU_0053,1,WP_0008,110,2
ORD_0438,SKU_0253,1,WP_0022,110,3
ORD_0439,SKU_0331,1,WP_0066,110,4
ORD_0440,SKU_0176,1,WP_0078,110,5
ORD_0439,SKU_0291,1,WP_0093,110,6
ORD_0439,SKU_0050,1,WP_0093,110,7
ORD_0439,SKU_0153,1,WP_0103,110,8
ORD_0437,SKU_0109,1,WP_0121,110,9
ORD_0441,SKU_0310,1,WP_0005,111,1
ORD_0441,SKU_0101,1,WP_0005,111,2
ORD_0442,SKU_0101,1,WP_0005,111,3
ORD_0442,SKU_0310,1,WP_0005,111,4
ORD_0444,SKU_0307,1,WP_0007,111,5
ORD_0443,SKU_0132,1,WP_0032,111,6
ORD_0443,SKU_0114,1,WP_0032,111,7
ORD_0443,SKU_0138,1,WP_0034,111,8
ORD_0441,SKU_0137,1,WP_0044,111,9
ORD_0442,SKU_0296,1,WP_0053,111,10
ORD_0444,SKU_0113,1,WP_0062,111,11
ORD_0444,SKU_0218,1,WP_0062,111,12
ORD_0442,SKU_0061,1,WP_0063,111,13
ORD_0444,SKU_0272,1,WP_0075,111,14
ORD_0444,SKU_0088,1,WP_0086,111,15
ORD_0442,SKU_0274,1,WP_0107,111,16
ORD_0441,SKU_0252,1,WP_0135,111,17
ORD_0443,SKU_0181,1,WP_0162,111,18
ORD_0446,SKU_0044,1,WP_0018,112,1
ORD_0448,SKU_0071,1,WP_0020,112,2
ORD_0446,SKU_0180,1,WP_0023,112,3
ORD_0447,SKU_0068,1,WP_0038,112,4
ORD_0445,SKU_0292,1,WP_0052,112,5
ORD_0446,SKU_0214,1,WP_0071,112,6
ORD_0448,SKU_0165,1,WP_0084,112,7
ORD_0447,SKU_0289,1,WP_0099,112,8
ORD_0446,SKU_0316,1,WP_0121,112,9
ORD_0450,SKU_0265,1,WP_0003,113,1
ORD_0450,SKU_0118,1,WP_0003,113,2
ORD_0451,SKU_0307,1,WP_0007,113,3
ORD_0452,SKU_0307,1,WP_0007,113,4
ORD_0450,SKU_0170,1,WP_0012,113,5
ORD_0452,SKU_0206,1,WP_0041,113,6
ORD_0451,SKU_0049,1,WP_0065,113,7
ORD_0451,SKU_0286,1,WP_0065,113,8
ORD_0449,SKU_0103,1,WP_0102,113,9
ORD_0451,SKU_0267,1,WP_0129,113,10
ORD_0456,SKU_0156,1,WP_0009,114,1
ORD_0454,SKU_0280,1,WP_0022,114,2
ORD_0454,SKU_0015,1,WP_0049,114,3
ORD_0455,SKU_0043,1,WP_0051,114,4
ORD_0454,SKU_0076,1,WP_0070,114,5
ORD_0453,SKU_0094,1,WP_0073,114,6
ORD_0454,SKU_0120,1,WP_0081,114,7
ORD_0456,SKU_0111,1,WP_0085,114,8
ORD_0456,SKU_0110,1,WP_0091,114,9
ORD_0456,SKU_0050,1,WP_0093,114,10
ORD_0455,SKU_0158,1,WP_0106,114,11
ORD_0454,SKU_0213,1,WP_0122,114,12
ORD_0456,SKU_0226,1,WP_0161,114,13
ORD_0460,SKU_0200,1,WP_0012,115,1
ORD_0457,SKU_0071,1,WP_0020,115,2
ORD_0457,SKU_0114,1,WP_0032,115,3
ORD_0458,SKU_0068,1,WP_0038,115,4
ORD_0459,SKU_0208,1,WP_0048,115,5
ORD_0459,SKU_0230,1,WP_0048,115,6
ORD_0457,SKU_0218,1,WP_0062,115,7
ORD_0458,SKU_0199,1,WP_0091,115,8
ORD_0457,SKU_0087,1,WP_0112,115,9
ORD_0458,SKU_0069,1,WP_0118,115,10
ORD_0464,SKU_0271,1,WP_0002,116,1
ORD_0464,SKU_0051,1,WP_0002,116,2
ORD_0464,SKU_0117,1,WP_0008,116,3
ORD_0461,SKU_0313,1,WP_0019,116,4
ORD_0463,SKU_0255,1,WP_0021,116,5
ORD_0463,SKU_0217,1,WP_0030,116,6
ORD_0462,SKU_0114,1,WP_0032,116,7
ORD_0461,SKU_0098,1,WP_0036,116,8
ORD_0461,SKU_0074,1,WP_0036,116,9
ORD_0464,SKU_0204,1,WP_0058,116,10
ORD_0461,SKU_0286,1,WP_0065,116,11
ORD_0461,SKU_0017,1,WP_0066,116,12
ORD_0462,SKU_0228,1,WP_0092,116,13
ORD_0462,SKU_0145,1,WP_0092,116,14
ORD_0463,SKU_0126,1,WP_0134,116,15
ORD_0463,SKU_0306,1,WP_0134,116,16
ORD_0464,SKU_0072,1,WP_0163,116,17
ORD_0467,SKU_0271,1,WP_0002,117,1
ORD_0465,SKU_0129,1,WP_0004,117,2
ORD_0465,SKU_0305,1,WP_0004,117,3
ORD_0465,SKU_0310,1,WP_0005,117,4
ORD_0465,SKU_0117,1,WP_0008,117,5
ORD_0468,SKU_0071,1,WP_0020,117,6
ORD_0465,SKU_0067,1,WP_0037,117,7
ORD_0468,SKU_0172,1,WP_0039,117,8
ORD_0466,SKU_0104,1,WP_0045,117,9
ORD_0468,SKU_0147,1,WP_0059,117,10
ORD_0467,SKU_0254,1,WP_0077,117,11
ORD_0466,SKU_0248,1,WP_0140,117,12
ORD_0467,SKU_0008,1,WP_0146,117,13
ORD_0466,SKU_0154,1,WP_0150,117,14
ORD_0470,SKU_0117,1,WP_0008,118,1
ORD_0471,SKU_0190,1,WP_0015,118,2
ORD_0471,SKU_0006,1,WP_0015,118,3
ORD_0469,SKU_0280,1,WP_0022,118,4
ORD_0469,SKU_0098,1,WP_0036,118,5
ORD_0472,SKU_0098,1,WP_0036,118,6
ORD_0471,SKU_0023,1,WP_0086,118,7
ORD_0471,SKU_0089,1,WP_0090,118,8
ORD_0471,SKU_0158,1,WP_0106,118,9
ORD_0470,SKU_0125,1,WP_0115,118,10
ORD_0470,SKU_0095,1,WP_0144,118,11
ORD_0469,SKU_0268,1,WP_0147,118,12
ORD_0470,SKU_0009,1,WP_0149,118,13
ORD_0474,SKU_0260,1,WP_0023,119,1
ORD_0476,SKU_0297,1,WP_0026,119,2
ORD_0476,SKU_0183,1,WP_0047,119,3
ORD_0476,SKU_0292,1,WP_0052,119,4
ORD_0476,SKU_0220,1,WP_0052,119,5
ORD_0473,SKU_0229,1,WP_0056,119,6
ORD_0473,SKU_0266,1,WP_0067,119,7
ORD_0473,SKU_0019,1,WP_0067,119,8
ORD_0475,SKU_0177,1,WP_0084,119,9
ORD_0473,SKU_0145,1,WP_0092,119,10
ORD_0475,SKU_0145,1,WP_0092,119,11
ORD_0474,SKU_0329,1,WP_0109,119,12
ORD_0476,SKU_0303,1,WP_0120,119,13
ORD_0473,SKU_0047,1,WP_0138,119,14
ORD_0478,SKU_0156,1,WP_0009,120,1
ORD_0477,SKU_0299,1,WP_0010,120,2
ORD_0480,SKU_0275,1,WP_0031,120,3
ORD_0477,SKU_0172,1,WP_0039,120,4
ORD_0477,SKU_0334,1,WP_0039,120,5
ORD_0478,SKU_0264,1,WP_0054,120,6
ORD_0478,SKU_0326,1,WP_0054,120,7
ORD_0479,SKU_0176,1,WP_0078,120,8
ORD_0479,SKU_0031,1,WP_0096,120,9
ORD_0479,SKU_0099,1,WP_0107,120,10
ORD_0479,SKU_0274,1,WP_0107,120,11
ORD_0479,SKU_0329,1,WP_0109,120,12
ORD_0477,SKU_0225,1,WP_0117,120,13
